date,local_route,light_rail,peak_service,rapid_route,school,other
2023-08-23T00:00:00.000,16494,11475,418,20848,4581,87.0
2019-08-17T00:00:00.000,5506,6583,0,7922,0,
2021-07-31T00:00:00.000,3059,4355,0,6004,0,28.0
2022-11-21T00:00:00.000,12993,8862,264,15055,3993,72.0
2022-07-11T00:00:00.000,8989,7192,217,12152,0,46.0
2020-01-25T00:00:00.000,3481,5494,0,6976,0,0.0
2022-12-21T00:00:00.000,10564,7884,197,13303,0,68.0
2021-02-06T00:00:00.000,2767,4138,0,5742,0,32.0
2022-08-09T00:00:00.000,14080,9091,207,16697,4651,65.0
2023-05-08T00:00:00.000,15421,10329,364,18340,5228,49.0
2022-12-15T00:00:00.000,12969,9599,215,16001,695,59.0
2022-09-14T00:00:00.000,14148,9183,252,16085,4377,78.0
2024-08-05T00:00:00.000,16357,10340,357,18935,4791,64.0
2024-07-06T00:00:00.000,4594,5572,0,7574,0,16.0
2021-12-04T00:00:00.000,2878,4304,0,5796,0,18.0
2023-06-21T00:00:00.000,14311,10246,359,17588,4011,87.0
2019-10-09T00:00:00.000,14754,12048,434,23526,0,0.0
2020-03-31T00:00:00.000,3064,1708,64,3871,49,0.0
2021-10-19T00:00:00.000,4930,2240,53,4649,0,21.0
2021-05-07T00:00:00.000,16324,9909,264,17623,5391,66.0
2019-08-02T00:00:00.000,18953,12744,340,25010,5738,0.0
2022-08-01T00:00:00.000,12972,8081,230,14630,3938,53.0
2020-01-01T00:00:00.000,1325,2312,0,2586,0,1.0
2022-05-24T00:00:00.000,14029,9022,242,15715,3905,75.0
2019-07-19T00:00:00.000,13846,11150,325,20012,0,0.0
2022-01-25T00:00:00.000,6884,4342,105,7925,0,49.0
2020-08-20T00:00:00.000,10797,5938,158,11319,1939,55.0
2021-03-24T00:00:00.000,16871,9638,336,18181,5814,84.0
2024-09-06T00:00:00.000,15948,10009,258,18097,4621,71.0
2019-09-01T00:00:00.000,3761,4682,0,5936,0,0.0
2020-07-08T00:00:00.000,7017,5230,139,9859,0,3.0
2022-05-31T00:00:00.000,12985,7786,261,14379,4274,57.0
2020-03-20T00:00:00.000,14877,7872,262,17962,5398,0.0
2022-09-24T00:00:00.000,3197,5557,0,6828,0,10.0
2024-07-21T00:00:00.000,2811,4740,0,7136,0,19.0
2024-06-30T00:00:00.000,2479,3985,0,6334,0,15.0
2023-08-31T00:00:00.000,16478,11316,294,20284,4801,86.0
2020-10-02T00:00:00.000,9099,6465,153,11136,0,49.0
2021-03-04T00:00:00.000,16920,9332,304,17909,5813,76.0
2024-03-30T00:00:00.000,3889,6348,0,8231,0,20.0
2020-09-13T00:00:00.000,1898,2522,0,3907,0,14.0
2019-12-05T00:00:00.000,17696,11515,409,23119,4603,0.0
2022-06-01T00:00:00.000,13412,8458,243,14828,4518,78.0
2020-06-12T00:00:00.000,9550,5044,100,10276,4876,2.0
2021-01-17T00:00:00.000,1974,1898,0,4229,0,15.0
2020-04-08T00:00:00.000,2968,1516,65,3449,51,0.0
2023-05-03T00:00:00.000,16117,10940,417,19717,5204,82.0
2023-07-03T00:00:00.000,10990,9004,323,15119,0,61.0
2019-08-05T00:00:00.000,18527,11891,453,24856,5978,0.0
2022-02-17T00:00:00.000,13057,6728,149,12883,5477,80.0
2023-12-11T00:00:00.000,13863,9607,347,16725,1032,50.0
2020-11-22T00:00:00.000,1902,3027,0,4360,0,23.0
2021-12-31T00:00:00.000,4379,3044,17,5077,0,12.0
2020-12-23T00:00:00.000,8512,6393,152,10362,0,87.0
2023-02-21T00:00:00.000,16095,10856,326,20261,4967,69.0
2023-04-20T00:00:00.000,12443,10295,328,17890,0,80.0
2022-01-13T00:00:00.000,6164,3667,79,6893,0,30.0
2022-02-22T00:00:00.000,13219,6963,171,13410,5472,69.0
2024-05-26T00:00:00.000,2791,4820,0,6383,0,23.0
2020-09-15T00:00:00.000,12547,6439,200,12671,5124,95.0
2022-04-21T00:00:00.000,9704,7564,221,13175,0,49.0
2022-03-30T00:00:00.000,13667,8693,261,15187,5042,80.0
2021-07-07T00:00:00.000,10892,7901,285,13678,0,52.0
2021-08-29T00:00:00.000,463,375,0,821,0,9.0
2023-07-05T00:00:00.000,11548,9408,358,15663,0,53.0
2024-03-13T00:00:00.000,19027,12400,389,22245,6246,86.0
2021-07-23T00:00:00.000,14234,8392,207,14986,5025,56.0
2022-01-08T00:00:00.000,2193,4014,0,4242,0,21.0
2021-10-08T00:00:00.000,2896,1233,21,2944,0,17.0
2020-07-04T00:00:00.000,1981,3575,0,4978,0,4.0
2020-06-15T00:00:00.000,9088,4707,133,9814,4998,1.0
2020-04-28T00:00:00.000,3568,1925,63,4240,76,1.0
2022-07-03T00:00:00.000,1850,3215,0,4811,0,22.0
2019-12-07T00:00:00.000,3798,7491,0,8072,0,4.0
2019-12-16T00:00:00.000,15611,10477,440,21149,1104,0.0
2024-05-19T00:00:00.000,2739,4731,0,6496,0,23.0
2022-06-21T00:00:00.000,12111,8289,251,14338,4000,52.0
2020-02-14T00:00:00.000,20092,12935,341,26149,5906,1.0
2020-02-20T00:00:00.000,20567,12657,488,27379,6106,1.0
2021-05-21T00:00:00.000,16352,10086,247,17849,5224,68.0
2022-07-30T00:00:00.000,2960,5559,0,6751,0,15.0
2021-05-12T00:00:00.000,16877,9874,338,17889,5379,46.0
2021-05-16T00:00:00.000,2161,3355,0,4701,0,26.0
2024-06-20T00:00:00.000,15700,9888,304,17787,4481,59.0
2023-10-09T00:00:00.000,16351,10568,330,19222,4494,71.0
2022-04-28T00:00:00.000,14221,8741,252,15995,5169,71.0
2021-01-07T00:00:00.000,8318,6099,149,10430,0,38.0
2020-11-23T00:00:00.000,12169,6935,234,13066,4429,45.0
2021-01-20T00:00:00.000,10775,5557,278,13546,0,46.0
2020-11-30T00:00:00.000,12851,7583,247,13798,4687,41.0
2023-06-23T00:00:00.000,13580,9657,290,15701,3794,70.0
2024-05-05T00:00:00.000,2565,4262,0,6097,0,17.0
2023-02-22T00:00:00.000,17698,11639,381,21325,5154,100.0
2021-07-14T00:00:00.000,14900,8802,273,15542,5224,59.0
2019-12-08T00:00:00.000,2747,4827,0,6353,0,0.0
2022-12-25T00:00:00.000,268,1026,0,555,0,0.0
2022-01-30T00:00:00.000,1852,2574,0,4106,0,44.0
2023-03-08T00:00:00.000,17243,11910,389,21503,5175,94.0
2020-09-04T00:00:00.000,12462,6712,135,12340,4974,72.0
2024-05-21T00:00:00.000,17404,11659,397,19945,5219,99.0
2021-08-14T00:00:00.000,720,671,0,1207,0,13.0
2023-05-29T00:00:00.000,2369,3698,0,5494,0,17.0
2023-04-03T00:00:00.000,16101,10146,372,18204,4956,68.0
2024-06-03T00:00:00.000,15979,9854,335,17356,5093,67.0
2020-10-10T00:00:00.000,2518,4152,0,5776,0,19.0
2023-04-29T00:00:00.000,3499,5626,0,7487,0,31.0
2021-10-24T00:00:00.000,1236,1741,0,2807,0,16.0
2021-04-07T00:00:00.000,11733,8605,292,15283,0,50.0
2021-03-21T00:00:00.000,1903,2741,0,4100,3,30.0
2022-03-15T00:00:00.000,14148,8159,250,15778,4983,57.0
2024-05-31T00:00:00.000,14447,9308,232,16335,4022,63.0
2023-07-20T00:00:00.000,15696,10831,340,18860,4967,100.0
2019-08-15T00:00:00.000,19383,12433,423,26122,5532,0.0
2022-10-27T00:00:00.000,14997,9650,255,16857,4129,63.0
2019-08-19T00:00:00.000,18332,11412,461,24242,5646,0.0
2023-02-18T00:00:00.000,4453,12927,0,11591,0,17.0
2024-06-02T00:00:00.000,2748,4495,0,6210,0,31.0
2021-07-27T00:00:00.000,15886,9178,315,16923,5688,77.0
2021-10-15T00:00:00.000,3542,1892,28,3579,0,29.0
2023-02-13T00:00:00.000,16429,10544,342,18785,5460,116.0
2024-09-19T00:00:00.000,16129,10469,288,19650,4557,93.0
2024-03-06T00:00:00.000,19295,12777,414,22585,6145,103.0
2020-11-21T00:00:00.000,3049,4802,0,6306,0,21.0
2020-11-16T00:00:00.000,12808,6968,228,12879,4762,37.0
2024-05-28T00:00:00.000,17388,10862,405,19336,5180,76.0
2020-03-23T00:00:00.000,10418,4666,256,12058,4119,1.0
2020-01-09T00:00:00.000,11208,8572,318,16730,0,0.0
2022-04-25T00:00:00.000,1675,3039,0,4089,0,11.0
2022-05-15T00:00:00.000,1733,3050,0,4560,0,26.0
2023-07-30T00:00:00.000,2694,5370,0,6621,0,18.0
2022-05-20T00:00:00.000,13225,8420,168,15030,3992,60.0
2020-04-14T00:00:00.000,2985,1637,47,3631,0,1.0
2024-06-15T00:00:00.000,4493,5491,0,8024,0,26.0
2021-11-14T00:00:00.000,1462,2109,0,3289,0,16.0
2019-12-22T00:00:00.000,2785,3974,0,5481,0,0.0
2023-10-12T00:00:00.000,16645,10955,318,19732,5263,88.0
2021-09-09T00:00:00.000,2295,878,19,2177,0,26.0
2023-12-13T00:00:00.000,14323,10425,337,17795,899,69.0
2023-03-09T00:00:00.000,17194,11597,320,21456,5199,123.0
2022-12-27T00:00:00.000,2355,3301,0,4917,0,10.0
2020-08-25T00:00:00.000,11942,6103,186,11884,5176,46.0
2023-05-17T00:00:00.000,16175,11031,404,19560,4910,93.0
2022-01-22T00:00:00.000,2402,3283,0,4831,0,37.0
2023-09-16T00:00:00.000,4245,7021,0,9361,0,23.0
2019-09-05T00:00:00.000,18911,11382,451,24641,5685,0.0
2022-11-18T00:00:00.000,14192,9730,179,16351,3768,60.0
2022-08-20T00:00:00.000,3257,5240,0,7161,0,19.0
2020-08-05T00:00:00.000,11328,5680,168,11624,5320,55.0
2021-08-28T00:00:00.000,735,566,0,1081,0,7.0
2021-11-29T00:00:00.000,10741,6438,181,11422,4195,51.0
2021-03-29T00:00:00.000,15448,8964,283,16476,5744,70.0
2024-06-25T00:00:00.000,15358,10217,325,18228,4487,54.0
2021-05-23T00:00:00.000,2135,3430,0,4664,0,54.0
2021-03-27T00:00:00.000,3224,5581,0,6530,0,19.0
2019-10-02T00:00:00.000,15001,12534,458,24050,0,0.0
2019-12-09T00:00:00.000,16216,10994,428,22018,3790,0.0
2023-02-19T00:00:00.000,2750,7532,0,8097,0,17.0
2023-09-05T00:00:00.000,15995,10805,387,20085,4808,61.0
2020-01-23T00:00:00.000,12963,9891,448,19874,0,0.0
2021-12-23T00:00:00.000,6891,4653,83,8183,0,28.0
2019-07-01T00:00:00.000,15987,9962,407,21223,3715,
2021-08-03T00:00:00.000,15630,8950,323,16981,5399,49.0
2024-05-27T00:00:00.000,2790,4347,0,6192,0,13.0
2021-05-25T00:00:00.000,16514,9619,328,17408,5388,88.0
2023-02-07T00:00:00.000,16880,11128,346,20140,6132,127.0
2019-08-12T00:00:00.000,18699,11379,470,24549,5823,0.0
2021-09-14T00:00:00.000,2367,936,23,2300,0,22.0
2021-05-30T00:00:00.000,2123,3480,0,4871,0,33.0
2020-12-29T00:00:00.000,4909,3966,15,5777,0,37.0
2022-10-08T00:00:00.000,3193,5198,0,6824,0,23.0
2023-10-24T00:00:00.000,16885,10819,404,19566,5203,61.0
2024-01-07T00:00:00.000,2504,4610,0,5468,0,28.0
2023-01-13T00:00:00.000,10558,8270,188,13371,0,43.0
2020-03-30T00:00:00.000,3175,1776,83,4246,66,1.0
2020-01-12T00:00:00.000,2284,3285,0,4916,0,1.0
2024-03-09T00:00:00.000,4486,6634,0,9896,0,21.0
2022-10-22T00:00:00.000,2859,4365,0,6086,0,16.0
2022-01-20T00:00:00.000,6598,4140,93,7647,0,34.0
2022-11-08T00:00:00.000,15211,9628,263,16764,4334,72.0
2019-11-21T00:00:00.000,18011,11230,438,23009,5362,1.0
2021-08-08T00:00:00.000,1956,3094,0,4346,0,26.0
2022-07-04T00:00:00.000,8969,7382,204,12245,0,52.0
2022-07-10T00:00:00.000,1859,3402,0,4810,0,14.0
2019-09-13T00:00:00.000,18071,12974,336,23475,5376,0.0
2022-06-03T00:00:00.000,12913,8520,193,14151,4191,51.0
2021-12-27T00:00:00.000,1561,2038,0,3406,3,20.0
2020-02-27T00:00:00.000,21070,13081,488,28678,6435,0.0
2022-02-08T00:00:00.000,12201,6345,135,11943,5865,84.0
2019-08-10T00:00:00.000,4836,5422,0,7219,0,
2020-05-24T00:00:00.000,1196,1694,0,2551,0,0.0
2022-12-04T00:00:00.000,2481,4081,0,5865,0,19.0
2022-12-22T00:00:00.000,9127,6749,150,11528,0,73.0
2023-07-01T00:00:00.000,3681,5526,0,8276,0,17.0
2021-12-22T00:00:00.000,8074,5410,122,9419,0,55.0
2020-01-22T00:00:00.000,13661,10327,456,20720,0,0.0
2022-10-17T00:00:00.000,14247,9179,244,15913,4754,78.0
2020-06-01T00:00:00.000,1322,1648,0,2850,0,1.0
2023-11-14T00:00:00.000,16134,10950,363,19270,4862,84.0
2024-01-22T00:00:00.000,12072,9019,333,15175,0,81.0
2021-10-23T00:00:00.000,1832,2356,0,3703,0,15.0
2023-03-05T00:00:00.000,2729,4356,0,6234,0,23.0
2023-07-06T00:00:00.000,11291,9204,302,15537,0,60.0
2024-07-15T00:00:00.000,11369,8161,275,15282,0,74.0
2024-03-16T00:00:00.000,4702,7521,0,10690,1,21.0
2024-04-19T00:00:00.000,12975,10718,298,17709,0,83.0
2023-12-25T00:00:00.000,315,1028,0,759,0,0.0
2023-04-02T00:00:00.000,2523,4367,0,6804,0,15.0
2023-09-23T00:00:00.000,4117,7197,0,9681,0,29.0
2020-04-04T00:00:00.000,943,877,0,1592,0,0.0
2020-02-02T00:00:00.000,2861,3732,0,5437,0,0.0
2024-04-07T00:00:00.000,2814,5058,0,6904,0,26.0
2023-06-09T00:00:00.000,15029,10092,263,17269,4393,74.0
2020-04-25T00:00:00.000,863,944,0,1540,0,0.0
2022-04-08T00:00:00.000,12639,7956,190,13976,4039,48.0
2020-06-18T00:00:00.000,9658,5267,151,10691,4895,7.0
2021-06-11T00:00:00.000,14834,9153,210,16181,4912,58.0
2024-08-13T00:00:00.000,17482,11274,369,21350,4838,75.0
2023-05-20T00:00:00.000,3846,5946,0,7858,0,19.0
2022-11-16T00:00:00.000,14257,9527,281,16565,4184,98.0
2021-11-12T00:00:00.000,9123,5189,113,9312,3660,57.0
2023-11-04T00:00:00.000,4057,5780,0,8807,0,26.0
2023-04-15T00:00:00.000,3868,5739,0,7922,0,24.0
2021-11-26T00:00:00.000,10451,6524,113,11230,3746,63.0
2023-05-01T00:00:00.000,15828,10402,327,18694,5447,73.0
2019-07-28T00:00:00.000,4187,4398,0,5751,0,3.0
2024-08-23T00:00:00.000,16418,10875,266,19091,4616,66.0
2020-08-23T00:00:00.000,1657,2419,0,3710,0,21.0
2021-04-13T00:00:00.000,11968,8770,313,15654,0,70.0
2024-03-29T00:00:00.000,1682,4101,0,4065,0,10.0
2021-05-08T00:00:00.000,3305,4974,0,6662,0,35.0
2023-06-10T00:00:00.000,3736,5793,0,7739,0,16.0
2019-10-29T00:00:00.000,18619,12012,461,24841,5947,0.0
2020-12-31T00:00:00.000,5296,4955,12,5831,0,34.0
2019-09-07T00:00:00.000,4965,6261,0,7801,0,0.0
2022-09-30T00:00:00.000,10526,9139,138,14264,0,72.0
2023-09-26T00:00:00.000,12828,11047,324,18995,0,61.0
2023-02-17T00:00:00.000,16365,13887,252,20392,5262,94.0
2022-03-26T00:00:00.000,3022,4629,0,6642,0,19.0
2022-02-03T00:00:00.000,11957,6060,114,11081,5967,50.0
2020-01-20T00:00:00.000,11782,9473,346,18310,0,0.0
2024-02-15T00:00:00.000,18944,11412,354,21118,6354,103.0
2020-12-16T00:00:00.000,12534,8169,227,13561,979,53.0
2024-02-05T00:00:00.000,16684,9629,350,18049,4819,99.0
2024-01-05T00:00:00.000,9662,9746,146,11635,0,116.0
2023-08-21T00:00:00.000,15616,10487,364,19386,4704,162.0
2020-06-20T00:00:00.000,1998,3158,0,4367,0,7.0
2020-08-18T00:00:00.000,11925,5890,174,11641,5133,83.0
2020-10-21T00:00:00.000,13539,6988,285,13699,5329,49.0
2019-12-11T00:00:00.000,17135,11696,415,22494,2750,0.0
2023-01-21T00:00:00.000,3561,6983,0,7272,0,25.0
2022-01-16T00:00:00.000,1602,2180,0,3427,0,15.0
2023-09-13T00:00:00.000,16428,11052,358,19750,4760,75.0
2023-10-05T00:00:00.000,12733,10257,312,17789,0,54.0
2020-01-26T00:00:00.000,2681,4215,0,5776,0,2.0
2024-08-14T00:00:00.000,17174,11025,351,20487,4889,51.0
2023-07-31T00:00:00.000,15938,10820,386,19660,4862,84.0
2019-07-07T00:00:00.000,4065,4332,0,5426,0,
2021-10-30T00:00:00.000,2254,3294,0,4623,0,11.0
2023-10-22T00:00:00.000,2698,4627,0,6518,0,20.0
2019-08-29T00:00:00.000,19565,12286,427,25376,5492,0.0
2023-04-22T00:00:00.000,3796,6505,0,8581,0,14.0
2021-03-18T00:00:00.000,16701,9561,315,18249,5861,85.0
2023-12-21T00:00:00.000,11612,8381,245,14129,0,80.0
2021-03-22T00:00:00.000,15025,8181,290,15489,5451,62.0
2022-12-30T00:00:00.000,6087,4489,17,6931,0,34.0
2023-09-03T00:00:00.000,2449,4609,0,6658,0,26.0
2019-09-11T00:00:00.000,18887,11664,446,24581,5779,2.0
2019-07-02T00:00:00.000,16895,10656,409,21715,3993,
2024-03-24T00:00:00.000,2919,4989,0,7052,0,20.0
2020-05-30T00:00:00.000,1736,2559,0,3662,0,2.0
2024-01-20T00:00:00.000,4044,5834,0,7458,0,26.0
2019-12-27T00:00:00.000,5852,4999,21,7343,0,0.0
2023-12-14T00:00:00.000,14324,10223,304,17282,771,59.0
2019-10-30T00:00:00.000,18782,11736,451,25038,5822,0.0
2022-07-09T00:00:00.000,2878,4941,0,5986,0,16.0
2022-11-11T00:00:00.000,14462,9657,209,16327,3927,54.0
2020-11-29T00:00:00.000,2133,3417,0,4919,0,21.0
2024-07-16T00:00:00.000,11828,9388,299,16126,0,60.0
2021-09-08T00:00:00.000,2191,928,22,2114,0,22.0
2024-02-28T00:00:00.000,19621,12291,432,22583,6050,90.0
2020-06-10T00:00:00.000,9267,4752,127,9748,5022,1.0
2023-10-03T00:00:00.000,12225,10204,307,17980,0,63.0
2020-03-14T00:00:00.000,3163,4956,0,7621,0,0.0
2023-04-09T00:00:00.000,1975,3692,0,5264,0,11.0
2020-05-22T00:00:00.000,6527,3109,81,6952,2402,0.0
2021-05-10T00:00:00.000,15851,9073,303,17096,5369,90.0
2019-11-30T00:00:00.000,3801,6095,0,8498,0,0.0
2020-02-22T00:00:00.000,4676,15154,0,14048,4,0.0
2024-03-23T00:00:00.000,4405,6986,0,9018,0,29.0
2020-09-20T00:00:00.000,1727,2345,0,3534,0,18.0
2020-08-16T00:00:00.000,1760,2609,0,3573,0,22.0
2022-05-12T00:00:00.000,12449,7602,250,13954,4386,56.0
2023-05-24T00:00:00.000,15945,10982,373,19285,4931,61.0
2021-02-24T00:00:00.000,16729,9315,333,17840,6105,95.0
2022-08-18T00:00:00.000,12858,8812,223,15507,1731,47.0
2023-07-04T00:00:00.000,10995,8859,343,15424,0,61.0
2022-04-03T00:00:00.000,2052,3363,0,5203,0,56.0
2023-11-24T00:00:00.000,14997,10483,258,18507,4237,80.0
2023-03-29T00:00:00.000,15149,10538,346,18834,5110,86.0
2022-08-24T00:00:00.000,14179,9035,269,16214,4414,67.0
2021-03-16T00:00:00.000,16977,9505,328,18352,5813,75.0
2020-07-14T00:00:00.000,6654,5072,119,9775,0,4.0
2023-10-18T00:00:00.000,17130,11051,384,20557,5272,77.0
2019-09-15T00:00:00.000,3921,5051,0,6608,0,14.0
2023-02-15T00:00:00.000,17335,11438,338,20661,5694,108.0
2024-02-18T00:00:00.000,3263,6234,0,8031,0,19.0
2023-07-27T00:00:00.000,16528,11498,309,19857,4836,116.0
2022-12-03T00:00:00.000,3769,5702,0,8372,0,49.0
2022-01-15T00:00:00.000,2138,2727,0,4133,0,16.0
2023-12-31T00:00:00.000,2389,4620,0,5641,0,8.0
2024-04-21T00:00:00.000,2710,4752,0,6433,0,22.0
2020-07-29T00:00:00.000,11780,6020,185,11809,5454,44.0
2019-09-04T00:00:00.000,18691,11263,464,24375,5600,1.0
2019-10-25T00:00:00.000,18034,12547,327,24658,5082,44.0
2023-06-02T00:00:00.000,15276,10321,282,17779,4674,78.0
2021-02-09T00:00:00.000,16667,9031,301,17252,6533,75.0
2023-04-17T00:00:00.000,11622,9407,329,16589,0,61.0
2022-10-25T00:00:00.000,15055,9619,248,17153,4420,82.0
2019-07-04T00:00:00.000,16604,10445,437,21868,3576,
2021-07-25T00:00:00.000,1869,2673,0,4102,0,20.0
2023-10-21T00:00:00.000,4420,6739,0,8622,0,22.0
2020-07-30T00:00:00.000,11668,5992,134,11538,5341,70.0
2021-01-19T00:00:00.000,10546,5565,283,13358,0,49.0
2020-06-07T00:00:00.000,1349,2101,0,2884,0,1.0
2022-03-31T00:00:00.000,13451,8495,248,15075,4955,62.0
2022-12-12T00:00:00.000,10669,7677,230,13056,542,74.0
2023-08-14T00:00:00.000,15304,10222,378,19000,4492,81.0
2021-03-08T00:00:00.000,2252,3175,0,4576,0,24.0
2019-09-29T00:00:00.000,2781,5347,0,7669,0,3.0
2024-08-17T00:00:00.000,4891,5814,0,8241,0,22.0
2020-02-12T00:00:00.000,20332,12188,475,26961,7082,0.0
2019-07-08T00:00:00.000,13078,9442,422,18848,0,0.0
2020-06-06T00:00:00.000,1832,2808,0,3956,0,2.0
2020-05-21T00:00:00.000,6428,3096,79,6671,2663,0.0
2022-08-10T00:00:00.000,14125,9218,193,16583,4486,52.0
2022-09-19T00:00:00.000,13602,9159,223,15491,4288,111.0
2021-11-28T00:00:00.000,1820,2837,0,4416,0,20.0
2023-01-16T00:00:00.000,11079,7737,251,14190,0,48.0
2023-02-03T00:00:00.000,15774,10575,258,17906,5667,64.0
2019-07-17T00:00:00.000,13768,10689,428,20550,0,0.0
2022-02-20T00:00:00.000,2036,3038,0,4399,0,21.0
2020-10-17T00:00:00.000,2703,3865,0,5492,0,15.0
2019-07-10T00:00:00.000,13856,10066,421,19502,0,1.0
2024-03-02T00:00:00.000,4603,7170,0,10062,0,15.0
2024-09-07T00:00:00.000,4607,6317,0,8659,0,21.0
2019-12-31T00:00:00.000,5756,4911,30,7016,0,1.0
2020-12-11T00:00:00.000,12982,8995,195,14731,2279,58.0
2020-04-22T00:00:00.000,3015,1756,40,3826,0,0.0
2020-06-26T00:00:00.000,9324,6000,120,10843,4499,2.0
2021-01-12T00:00:00.000,6121,5468,127,7538,0,16.0
2020-06-13T00:00:00.000,1895,2954,0,4199,0,0.0
2021-04-04T00:00:00.000,1744,2986,0,3891,0,23.0
2022-03-12T00:00:00.000,3099,4842,0,6933,0,21.0
2022-06-20T00:00:00.000,11883,8121,231,13980,3991,47.0
2021-07-15T00:00:00.000,14865,8811,276,15373,5263,88.0
2022-10-21T00:00:00.000,13653,9277,190,15335,4210,127.0
2024-05-06T00:00:00.000,17101,10793,357,19639,5710,68.0
2024-01-18T00:00:00.000,12049,9418,302,15595,0,77.0
2021-06-24T00:00:00.000,12056,7920,282,14017,3271,66.0
2021-05-03T00:00:00.000,16093,8837,314,16855,5557,54.0
2022-05-30T00:00:00.000,1652,2453,0,3643,0,13.0
2020-03-03T00:00:00.000,19623,12961,514,27706,2551,0.0
2023-05-26T00:00:00.000,15122,10315,255,17572,4608,70.0
2020-12-18T00:00:00.000,11979,8632,207,13934,619,57.0
2023-11-30T00:00:00.000,15365,10535,327,18023,3973,77.0
2024-06-06T00:00:00.000,16242,9950,305,18375,4846,83.0
2021-01-01T00:00:00.000,1256,2434,0,2608,0,13.0
2024-08-19T00:00:00.000,16804,10456,312,19296,4748,89.0
2022-09-07T00:00:00.000,14107,9135,266,15984,4338,69.0
2022-04-20T00:00:00.000,9682,7575,238,13207,0,48.0
2020-08-08T00:00:00.000,1762,2550,0,4264,0,17.0
2024-07-31T00:00:00.000,17434,11498,342,20937,4846,77.0
2020-11-28T00:00:00.000,3122,4606,0,6059,0,16.0
2024-09-15T00:00:00.000,2612,4609,0,7040,0,25.0
2024-06-14T00:00:00.000,16193,9984,237,17784,4826,57.0
2023-08-03T00:00:00.000,16472,11773,320,20434,4769,113.0
2022-07-25T00:00:00.000,12959,8398,208,14429,4763,51.0
2023-09-22T00:00:00.000,15586,11462,268,19346,3798,51.0
2020-11-09T00:00:00.000,13296,6869,242,13461,4768,52.0
2024-01-28T00:00:00.000,2723,4251,0,5870,0,21.0
2024-05-16T00:00:00.000,17970,11262,312,20001,5113,92.0
2021-09-12T00:00:00.000,538,501,0,1059,0,8.0
2024-08-24T00:00:00.000,4728,6362,0,8397,0,21.0
2021-06-16T00:00:00.000,14752,8957,301,16002,4916,68.0
2022-07-16T00:00:00.000,2823,4503,0,6346,0,19.0
2023-11-16T00:00:00.000,16244,10551,322,19043,4824,79.0
2023-01-17T00:00:00.000,11574,8730,275,15009,0,59.0
2019-10-23T00:00:00.000,18895,12716,467,26133,5445,0.0
2020-02-07T00:00:00.000,19368,12300,382,24486,6794,0.0
2021-07-30T00:00:00.000,15531,9164,236,16405,5201,62.0
2019-10-31T00:00:00.000,19023,12231,424,24632,5652,0.0
2023-03-13T00:00:00.000,2663,4465,0,6395,0,8.0
2022-07-29T00:00:00.000,13216,8693,178,14737,4336,59.0
2021-07-22T00:00:00.000,15589,9013,292,16465,5461,114.0
2021-06-29T00:00:00.000,10292,7197,279,13043,0,37.0
2022-05-21T00:00:00.000,3102,4821,0,6478,0,19.0
2022-10-06T00:00:00.000,9972,8005,194,13508,0,62.0
2021-05-18T00:00:00.000,16492,9542,350,17753,5362,69.0
2023-11-02T00:00:00.000,16156,9339,278,18770,4909,73.0
2022-07-02T00:00:00.000,2463,4217,0,5900,0,26.0
2020-04-18T00:00:00.000,985,1364,0,1830,0,0.0
2021-07-24T00:00:00.000,2866,3814,0,5721,0,77.0
2022-09-22T00:00:00.000,2171,4388,0,5727,0,18.0
2023-05-02T00:00:00.000,16492,11321,419,20342,5357,78.0
2024-02-26T00:00:00.000,18130,11446,408,20579,5812,68.0
2020-07-31T00:00:00.000,11670,6433,131,11738,4386,46.0
2019-12-02T00:00:00.000,15928,10800,441,22012,5002,0.0
2020-02-26T00:00:00.000,20972,13015,478,28359,6518,1.0
2022-09-01T00:00:00.000,14390,9107,221,16216,4235,38.0
2023-08-02T00:00:00.000,16567,11589,367,20965,4713,102.0
2021-05-31T00:00:00.000,2302,3116,0,4712,0,25.0
2022-09-25T00:00:00.000,2195,4683,0,6002,0,19.0
2022-09-09T00:00:00.000,11324,5298,182,14359,1154,56.0
2024-02-16T00:00:00.000,17945,12473,262,20870,5612,108.0
2020-06-29T00:00:00.000,8594,5084,149,10213,3530,3.0
2024-07-30T00:00:00.000,17479,11537,368,21068,5059,77.0
2023-03-31T00:00:00.000,15474,10997,264,19069,4840,61.0
2024-06-07T00:00:00.000,15710,9714,230,17105,4727,69.0
2019-09-28T00:00:00.000,3638,7256,0,9799,0,4.0
2024-07-29T00:00:00.000,16772,10399,313,19741,5099,78.0
2021-03-28T00:00:00.000,2286,3552,0,4928,0,31.0
2024-04-02T00:00:00.000,16801,10330,410,19969,5478,142.0
2023-06-28T00:00:00.000,12261,9066,350,15805,2574,68.0
2019-11-12T00:00:00.000,18612,12023,481,24790,5741,10.0
2023-04-01T00:00:00.000,4092,5835,0,8656,0,28.0
2024-03-08T00:00:00.000,17752,11944,318,21830,5580,92.0
2021-08-15T00:00:00.000,525,526,0,906,0,10.0
2023-04-13T00:00:00.000,11910,9464,324,16443,0,57.0
2021-12-24T00:00:00.000,4877,3422,29,6010,0,25.0
2022-02-23T00:00:00.000,13157,7269,161,13136,5415,100.0
2019-10-10T00:00:00.000,14887,11849,389,23700,0,0.0
